Kalkulationsstruktur,Preiseinheit,ME,     Preis,Kalkulationslosgrî·e, Menge,BWME,Wert Gesamt,WÑhrung,Ressource,Fehlerstatus,Preisstrategie (Text),Kostenart (Text),Kennzeichen Baugruppe
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.144,H,15.02,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  4x1500x3000 DD11,1,M2,52.38,0,5.88,M2,307.99,CHF,CH10 1300152,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.36,H,25.61,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.48,H,34.15,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.36,H,31.06,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,24.02,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,27.53,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
FÅhrungsrolle  LRA-VPA 75K-GS11,10,ST,90.26,0,36,ST,324.94,CHF,CH10 10121294,,Preis aus Einkaufsinfosatz,Zukaufteile,
Zuschlag MGK,,,0,,,,25.34,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,23.93,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech  (K),1,ST,40.34,25,5,ST,201.7,CHF,CH10 10172419,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.065,H,6.78,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,5.005,M2,138.54,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.05,H,3.56,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.075,H,5.34,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.3,H,25.88,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,10.81,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,10.8,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Halter  (K),1,ST,25.34,10,2,ST,50.68,CHF,CH10 10172420,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.03,H,3.13,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3x1500x3000 DD11,1,M2,39.28,0,0.768,M2,30.17,CHF,CH10 1301096,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.05,H,3.56,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.04,H,3.45,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,2.35,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,3.75,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Halter  (K),1,ST,25.38,10,2,ST,50.76,CHF,CH10 10172421,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.03,H,3.13,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3x1500x3000 DD11,1,M2,39.28,0,0.77,M2,30.25,CHF,CH10 1301096,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.05,H,3.56,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.04,H,3.45,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,2.36,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,3.75,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
TrÑger  (K),1,ST,25.93,10,2,ST,51.85,CHF,CH10 10172422,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.028,H,2.92,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,1.138,M2,31.5,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.05,H,3.56,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.04,H,3.45,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,2.46,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,3.69,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
TrÑger  (K),1,ST,18.56,10,2,ST,37.12,CHF,CH10 10172425,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.024,H,2.5,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,0.662,M2,18.32,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.05,H,3.56,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.04,H,3.45,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,1.43,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,3.58,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
TrÑger  (K),1,ST,21.88,15,3,ST,65.65,CHF,CH10 10172426,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.036,H,3.76,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,1.293,M2,35.79,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.05,H,3.56,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.09,H,6.4,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.09,H,7.76,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,2.79,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,5.58,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech  (K),1,ST,17.68,20,4,ST,70.73,CHF,CH10 10172427,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.048,H,5.01,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3x1500x3000 DD11,1,M2,39.28,0,1.316,M2,51.69,CHF,CH10 1301096,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.08,H,6.9,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,4.03,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,3.1,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech  (K),1,ST,16.96,10,2,ST,33.92,CHF,CH10 10172428,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.024,H,2.5,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3x1500x3000 DD11,1,M2,39.28,0,0.624,M2,24.51,CHF,CH10 1301096,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.04,H,3.45,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,1.91,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.55,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech  (K),1,ST,6.66,60,12,ST,79.97,CHF,CH10 10172429,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.12,H,12.52,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3x1500x3000 DD11,1,M2,39.28,0,0.9,M2,35.35,CHF,CH10 1301096,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.24,H,20.7,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,2.76,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,8.64,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Platte  (K),1,ST,3.48,90,18,ST,62.63,CHF,CH10 10172430,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.144,H,15.02,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  5x1500x3000 DD11,1,M2,65.47,0,0.342,M2,22.39,CHF,CH10 1300165,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.18,H,15.53,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,1.75,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,7.94,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Platte  (K),1,ST,3,40,8,ST,24.04,CHF,CH10 10172431,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.048,H,5.01,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  5x1500x3000 DD11,1,M2,65.47,0,0.128,M2,8.38,CHF,CH10 1300165,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.08,H,6.9,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,0.65,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,3.1,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Gummiplatte,1,ST,155.63,0,2,ST,311.26,CHF,CH10 10178566,,Preis aus Einkaufsinfosatz,Zukaufteile,
Blech   (K),1,ST,9.75,10,2,ST,19.5,CHF,CH10 10178629,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.016,H,1.67,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,0.332,M2,9.19,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.06,H,5.18,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0.01,H,0.77,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag MGK,,,0,,,,0.72,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.98,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech  (K),1,ST,4.45,20,4,ST,17.82,CHF,CH10 10172434,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.04,H,4.17,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.08,H,6.9,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0.04,H,3.07,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag PGK,,,0,,,,3.68,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Griff  (K),1,ST,15.81,10,2,ST,31.62,CHF,CH10 10182937,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.02,H,2.09,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  4x1500x3000 DD11,1,M2,52.38,0,0.178,M2,9.32,CHF,CH10 1300152,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.1,H,8.63,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,0.73,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,4.45,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Profil  (K),1,ST,12.33,50,10,ST,123.26,CHF,CH10 10182938,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.08,H,8.35,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  4x1500x3000 DD11,1,M2,52.38,0,1.07,M2,56.05,CHF,CH10 1300152,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.02,H,1.42,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.2,H,14.23,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.3,H,25.88,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,4.37,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,12.97,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech  (K),1,ST,3.1,5,1,ST,3.1,CHF,CH10 10172439,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.008,H,0.83,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.01,H,0.86,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0.01,H,0.77,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag PGK,,,0,,,,0.64,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech  (K),1,ST,3.1,5,1,ST,3.1,CHF,CH10 10172440,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.008,H,0.83,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.01,H,0.86,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0.01,H,0.77,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag PGK,,,0,,,,0.64,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech  (K),1,ST,60.75,5,1,ST,60.75,CHF,CH10 10172441,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.013,H,1.36,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
